"age","Ltv0","A0","Ltv1","A1","Y"
35.6683096739927,0,1,0,0,296.155212908255
46.968625765521,1,0,1,1,334.453445047196
29.4363158682909,0,0,0,0,267.533583754101
39.5930152484879,0,0,1,0,309.685056179062
24.4845517765241,0,1,1,0,308.220349070265
51.6716954923568,0,1,0,0,372.753065577695
37.2635429862592,1,1,0,1,372.417992239656
35.3215467532775,0,1,1,1,326.37043903315
27.6174767201379,1,0,1,0,265.264080429171
39.9223796622267,1,0,1,0,332.224927872242
31.9971782204834,1,0,1,0,264.215192038866
34.6650767004956,0,0,0,0,282.002816980048
52.8767524558459,1,1,0,0,373.270555488114
38.2447412975787,1,1,0,1,343.328362584913
29.2821761584932,1,0,0,1,305.951809870793
41.6320688246738,0,0,0,0,311.075895894208
36.3726158437205,1,0,0,1,335.222107226982
45.9001354798734,0,0,1,1,437.093426029439
54.3242192773099,0,0,0,0,331.051901469775
30.0730748889051,1,0,0,0,271.704509213784
44.5465029758028,0,1,1,0,359.179756331149
40.8489805867849,0,1,1,0,388.770933180777
48.9556558226454,1,1,1,0,310.323621079955
37.7022186105373,0,0,0,1,341.625373853964
48.3661906846061,1,0,0,1,343.699051443962
22.5494413866331,0,0,1,0,288.035663967272
56.8945892131337,0,0,0,1,380.224309991512
48.6477797851858,0,0,0,0,290.127201397328
38.4922401111425,0,0,0,0,286.051160919023
25.5099286986083,0,1,0,1,358.847485215519
46.4300870004198,0,0,0,0,266.251401123476
44.8319386381477,0,1,0,1,368.936074090113
39.9364437357861,0,0,0,0,259.573052051518
41.5145589286242,1,1,1,1,426.816283103232
34.158910296502,0,1,0,1,407.573188325585
43.6880673263024,1,1,0,0,337.361222545986
42.9465433971952,0,1,0,0,350.318906921112
37.2074062665742,0,0,0,1,295.886899065795
26.6376334510685,0,1,0,1,359.698654823694
47.0074881844003,0,0,0,1,339.167938441039
45.5419662227403,1,0,0,1,354.872619470826
31.6369340719859,1,1,1,1,371.256911203226
24.0541183799376,0,0,0,0,263.383843194263
42.0495858058763,0,0,1,0,317.686101575631
36.5491202202711,1,0,0,1,374.271480780373
42.5261170336445,1,1,1,0,380.833016587127
27.0599753451545,0,0,0,0,230.705022690121
30.4082955561964,1,0,1,0,316.849259206861
50.857748536799,0,1,0,1,393.164195753334
44.0377490471571,1,0,0,1,306.579975609519
45.864875367193,0,0,0,0,299.579897021907
58.1522844615395,1,1,1,1,443.983994140153
41.2882142860238,0,1,1,0,388.572979362108
19.9907076226849,0,0,1,0,306.006618060892
43.3377719743357,0,0,0,1,321.115451708484
51.7132512735879,1,0,0,1,261.437566421317
60.595392422993,0,0,0,0,309.38607223379
26.2313840175948,0,0,0,1,270.070611685051
28.4914443437289,0,0,0,0,254.415864142638
32.9417860523988,1,0,0,0,252.281659077289
29.4594421792281,1,1,1,0,386.911800146005
33.5425627685751,1,0,1,1,366.464444859327
38.146220323235,0,0,1,0,322.922307770023
27.9877794926001,0,0,0,0,258.096985334925
60.3697216698315,0,0,0,1,327.514944201934
41.0777474488555,0,0,1,0,418.082630912812
39.1589189949442,0,1,1,0,330.140916468506
44.9561964160459,1,0,0,0,281.446777133034
40.3741518611797,0,0,0,0,271.60296623678
38.6791196304409,1,0,1,0,312.240704363095
54.767874235521,1,0,0,0,280.076333163261
37.829697899079,1,0,0,0,281.139612301688
27.1639779590777,0,1,0,0,317.003982846965
43.856678904434,0,0,1,0,316.546370883813
36.4848712647091,0,0,0,0,238.043353200725
34.7820390664373,0,0,1,0,360.151196815933
29.3186879931283,1,1,0,0,290.277493975534
44.2836590326669,0,0,0,0,223.767957568368
38.2598176557301,1,1,0,0,332.097583598486
45.1566772864803,1,1,1,1,430.088637655232
37.6563472269408,1,1,1,1,349.422894086215
33.4149657417823,0,0,0,0,275.733379830685
52.5023660407872,0,0,0,0,298.351888993323
37.282362848886,0,0,0,1,419.798082480933
49.479519958752,1,0,1,1,395.833635417546
27.9841756989106,1,0,1,0,285.387629031392
35.338839036245,1,0,0,0,290.943380093474
37.3064860484682,0,0,0,1,285.283832500127
36.0903459186914,1,1,0,0,356.652033748563
53.4870701199171,1,0,0,0,362.554411614404
39.7723529870159,1,0,0,0,283.14825446868
42.4422585110345,1,0,0,0,316.231456091848
30.5762829213608,1,1,0,0,299.140551033699
32.7078272349043,0,0,0,0,252.9008392715
49.9806890855485,0,0,1,1,380.256907939586
52.5848166459556,1,0,0,0,310.91615280015
52.488636888101,1,1,1,1,480.413051191488
26.1936295047467,1,1,0,1,368.153868720554
60.4996069363639,0,0,0,0,335.34478992487
50.1687282979954,1,0,0,1,357.857761716103
39.7328253586174,0,0,1,1,381.122623534279
47.0360777879826,1,0,0,0,279.376903054692
30.2861477084814,1,0,0,0,256.740123144249
29.0384375844114,1,0,1,0,281.888557906237
40.490504509376,0,1,0,0,356.23150458249
28.0150414344222,1,1,1,0,308.722508262424
41.9001899855975,1,1,1,0,334.116439352737
52.9770589960467,0,0,0,0,297.377897893231
29.6612627703525,0,1,1,1,431.132400128409
32.6155924578694,0,1,0,0,380.829854787219
40.4656393945086,0,0,0,0,244.346535311003
29.8240388017389,1,0,1,1,327.847712270532
36.1671604011372,1,1,0,1,323.892442736766
48.727554116714,0,0,0,0,341.215891220496
49.6954501397012,0,0,0,0,295.857544813557
43.8384666502709,1,0,0,0,308.988068004319
21.4844433693254,1,0,1,1,329.374499828973
39.4600326317383,0,0,0,0,310.729334491603
50.6477321433828,0,0,1,0,403.787541838601
48.131950374116,1,0,1,1,335.236904084448
38.0918352589572,0,0,0,1,342.437939495056
13.000701914363,0,0,0,0,221.571898926013
40.6096663880112,1,0,0,1,346.765789993064
45.7375169748358,0,0,1,0,351.269097367921
40.458035797251,1,0,0,0,238.534146270766
41.5741254017588,1,0,0,1,320.82430971435
44.3156537286877,1,0,0,0,290.828666890637
36.0345026394979,1,1,0,0,310.258593104084
53.0997822575155,1,0,1,0,323.378784273257
44.7039339987394,0,0,0,0,309.949140856852
27.573297294254,0,1,0,0,303.215471382326
53.8157545638553,0,0,0,0,317.588533772063
52.0445893700982,0,0,0,1,334.645246705086
48.2407396368188,0,0,0,0,288.058797514094
23.3737059781441,1,1,1,0,381.536015062404
34.3069365639452,0,0,1,1,337.142049534429
46.3551381728953,0,0,0,0,297.935462315974
40.4372200757786,1,0,1,0,344.062503160625
43.4801230366131,0,1,1,0,407.742715945196
64.5959354887041,1,1,0,1,449.619824893004
31.8161967560033,1,0,1,1,375.50818194515
18.8679988507086,0,1,0,0,311.261191398654
42.7369527243041,1,0,0,0,230.999819642863
33.1240315875659,0,0,0,0,267.641041524278
44.4604105296187,0,0,1,0,350.639615471844
31.876152762094,1,1,1,0,336.667451071715
62.1205548033514,1,0,0,0,285.464315107367
38.7629402842257,1,1,0,0,349.553489017704
35.2266449396995,0,0,0,0,298.960990624194
38.3373850851339,0,0,0,1,333.47209327603
48.6256338362643,1,0,0,0,263.167211889548
40.9734048520282,0,0,0,0,270.213559627652
23.7438326078871,0,0,1,0,341.918280666666
39.9537923217354,0,1,1,1,479.949140568355
47.6024216766206,1,1,0,1,425.410079201388
40.3899091287256,0,1,0,0,363.221154677887
47.3507214161444,1,0,0,0,318.980965113707
38.5352737300113,0,1,0,0,278.823787592761
39.4211266461872,1,1,0,0,323.499721457332
44.8236946610453,0,0,0,0,300.741215024836
49.9294363677573,0,1,0,1,418.1079317332
27.5360450196796,1,0,0,0,254.904048659062
39.6651247515439,0,1,0,0,273.5256215045
39.2903781875,0,0,1,0,339.740046593788
32.4107934626905,0,0,1,1,381.185667856256
29.6564063906085,1,0,0,0,251.607554374715
33.6926804602918,1,0,0,0,247.170060562357
45.86807720013,1,0,0,0,244.185738120935
35.8367734381635,1,1,0,1,355.586376432647
32.1511219049468,1,1,1,1,338.973289929987
41.634163194861,1,1,1,1,478.839120210477
27.6328576489065,1,1,0,0,283.616438958343
50.4587377623667,1,0,0,1,371.410636429564
35.1540458378129,1,0,1,0,297.616586229106
41.8912881168067,1,1,0,0,319.08535795645
40.5100633157497,0,1,0,0,311.242273417492
39.9975933111356,1,0,1,0,316.60856709553
58.0938204244287,0,1,0,0,364.074502196446
31.7467204289006,1,0,1,1,370.551436072854
51.4547045222799,0,0,0,0,307.230576507017
40.3157318755324,1,1,1,1,442.87866566036
31.6479419469328,1,1,0,1,425.447255011354
39.3123635098349,1,0,1,0,260.801264331699
47.4677168701247,0,0,0,0,341.192338897229
35.744812656054,1,0,1,0,345.985675779547
32.2791776480654,0,0,0,0,238.547162213828
41.5276410674789,0,1,0,0,393.723562289755
49.885968451788,0,1,0,1,417.764185104892
39.2654166532783,1,1,1,0,341.424586801991
26.1297344644026,1,0,0,0,277.972730377385
26.9332409562464,0,0,0,0,243.521238267051
32.3160467492206,1,0,0,0,232.466621992882
34.7289187462554,0,0,0,1,293.45498466808
39.7857293495838,1,0,0,0,280.011504429527
46.7049807099628,1,0,1,0,394.781800454213
35.6538296142759,1,0,0,0,317.48020966107
28.8612021668715,0,0,0,0,282.012229659806
46.071059948785,1,0,1,0,324.91632928784
42.7545696873959,1,1,0,1,403.630203975615
51.5734706941474,1,0,0,0,349.757351847749
23.1751914052174,1,0,0,0,235.837691560558
40.8731908889487,1,0,0,1,329.771870710063
53.5336189394267,1,0,1,0,421.310758201328
47.2417380068337,1,0,1,1,387.356690289486
31.6744717423579,0,0,0,0,199.473552825554
47.3252848676841,1,1,1,1,422.702869780934
31.2807313000279,1,0,1,1,298.76801645477
35.4660248877021,1,0,1,0,351.23383072947
51.8753427862908,1,1,0,1,453.394199668287
37.0985468820992,1,0,0,1,366.619699308239
48.2854614496544,0,1,0,0,389.002943609039
37.0877229122083,1,0,0,0,262.755167797322
24.2363759525209,0,0,0,1,270.263145447725
31.5118430305108,0,0,0,1,293.545935925735
29.114801380428,1,0,0,0,231.520833782552
35.1570942888283,0,0,0,0,258.964680211544
36.6368879099043,0,0,0,0,245.036915670789
38.4664210933836,1,0,1,1,422.230003579933
37.5675277142515,0,0,0,1,382.674615018302
58.9220204160011,0,0,0,1,345.41738912451
26.1400166271458,1,0,1,0,298.002946870422
35.8517569929222,1,0,0,0,264.664791248491
43.4908152810683,0,0,1,1,334.003435918181
56.2844226581541,0,1,0,0,333.41868582987
40.8852189571362,1,0,0,0,272.034067738725
52.3915070840056,1,0,1,0,350.143501111821
23.5544446424629,0,0,0,0,202.081501194716
54.4635652537848,0,0,0,0,260.726840774707
33.0943982833482,0,0,0,0,229.427484024768
37.2356891454615,1,0,0,0,284.061801657502
28.9058124010056,1,0,0,0,214.865756800656
41.3386931642945,1,0,0,1,337.503748456199
57.8533905173155,1,1,0,0,393.280911459898
64.2216335525159,0,0,1,0,321.60442680165
29.2317109788159,0,0,0,0,229.906548110845
44.859411104031,1,1,1,0,415.004544929049
53.8852173874429,1,0,0,0,328.885890088173
38.0434318271546,1,0,0,0,282.797836539807
37.8182520229379,0,0,0,0,313.157159111142
36.9522204545355,1,0,1,1,359.596915412413
45.9783272411144,0,0,0,0,310.042050706843
53.9742941081576,1,0,0,0,383.01702014178
46.8761976123996,1,0,0,1,368.854336675806
43.2018801429697,1,1,0,0,341.710258700753
36.9813007422274,1,1,0,1,424.9709236102
44.9834868555795,1,0,1,0,295.920565367053
34.5046308208324,1,1,1,0,345.73149842638
37.2074349636276,0,0,1,0,368.371294693468
50.9651344311173,1,0,0,1,339.573468321622
44.4201308817881,1,0,1,0,359.813541733973
42.4101629402611,1,0,0,0,317.19294832233
37.4439234464448,1,1,1,1,412.919060614911
49.3103290148488,0,0,0,0,291.866209996921
53.3491258537547,1,1,1,0,420.286683759367
31.3072823612456,1,0,1,0,256.709166265736
40.554869546651,1,0,0,0,290.078159117527
40.4906691319192,0,0,0,1,362.268450780215
34.216442716391,1,0,0,0,226.972577896847
30.01261344004,0,0,0,0,272.991538649003
39.975672199934,1,0,0,0,241.265678081998
46.5551188281297,0,0,0,0,302.957756323043
54.7684227897655,1,0,0,1,360.77929483479
20.9084721172079,1,0,0,0,255.150405309251
32.9756052668759,0,1,0,1,377.186053591563
36.8856978198808,0,0,0,1,346.686464264762
23.3684296933262,0,0,0,1,296.148993525928
32.4946655820771,1,0,1,1,340.381324654997
32.2264824081849,1,0,1,0,364.858295682911
32.774303001404,0,0,0,1,353.719135276724
18.1116540085293,1,0,1,0,315.475869665572
42.1341855028655,0,1,0,0,351.322660864811
33.6807706374517,1,0,1,1,358.952826077108
55.2049119383216,0,0,1,0,436.91861188759
47.9595594941508,0,1,1,0,416.876660188734
25.464704348672,1,0,0,0,256.515795864822
40.9839542100584,0,0,0,0,273.927716846551
34.0622901576685,1,0,1,0,275.036528544655
48.8828116863451,0,0,1,0,333.807856832433
40.5307041549867,1,0,0,0,304.69340257229
34.4297637415534,0,1,0,0,325.113142891943
44.3839703617272,0,0,0,0,266.593290469474
41.5260815864242,0,0,0,0,341.286986520096
38.3538241825044,1,1,1,0,420.262569499861
60.1989062147597,1,0,0,0,330.668472626942
34.7061411368274,1,1,0,0,309.25036016635
35.2921302701596,0,0,1,0,281.985489665314
24.5406307598248,1,1,0,0,313.070362129008
39.5947327670482,0,0,1,0,326.279888525507
48.9035630547068,1,0,0,0,373.721074270003
19.2861214907079,1,0,1,0,285.99086921185
37.4993487992698,1,0,1,0,294.350660876463
28.1834957334668,0,0,0,1,306.48655355317
54.4193726501691,1,0,1,0,351.860051117201
53.5789553887886,0,0,1,0,362.868201778012
43.3450284734065,1,1,1,0,381.678813311609
54.2933808040023,0,0,0,1,363.509723718963
31.3268214912132,1,0,0,0,226.533562760804
49.5065172497189,1,0,0,0,347.689053638198
34.1498849136676,1,0,1,1,267.772875391884
43.2095752252563,1,0,0,0,271.26092941653
37.0060398333509,1,0,1,0,284.855101230662
37.2145691670693,1,1,0,0,283.561046786606
45.4611515832953,1,1,0,0,360.346387108394
26.9617884635513,0,0,0,1,294.789658451325
37.4908553495754,1,1,0,0,344.16140868108
41.7100737371791,0,0,0,1,286.713093701749
35.9653252125249,0,1,0,0,336.696435017475
41.0465944083573,1,1,0,0,399.331897411507
36.8111921326599,1,0,0,1,310.392158548338
56.1834393588343,0,0,0,1,333.424911274951
47.1418860148862,0,0,1,1,377.900854743112
69.6586536983324,1,0,0,0,356.821015580909
32.0492239544079,0,1,1,1,405.62273250821
48.1436591467991,1,0,0,0,256.362381151322
60.9803081013037,0,0,0,0,336.309464433694
43.0098005515257,1,1,0,1,374.025257564251
29.1692485816077,1,0,0,0,287.973864815447
29.9367749819672,1,1,1,0,335.602590976462
39.6458543508239,0,0,1,0,330.096744589881
53.0912436085341,0,0,0,1,340.626705425173
47.5040048664672,1,0,1,0,278.972451286076
18.6163167238758,0,1,0,0,276.919238195576
32.9964589113337,1,1,1,1,423.498589677296
39.9094352470701,0,0,0,1,320.295242962376
25.4186651275523,1,1,1,1,367.956037256364
46.9452964649487,1,0,0,0,316.960984940462
15.3866452481351,1,0,0,0,296.044476290613
41.4328976404046,1,1,1,0,367.861647351531
36.0877788087294,0,0,0,0,277.030603508014
35.0883591438592,1,1,1,0,427.421463522202
37.1635254754795,1,0,0,0,275.468521752464
43.1479480470784,1,0,0,0,260.614902264411
43.9632657793899,0,0,0,0,230.639623896132
37.7439628896404,0,0,0,1,311.417782250828
20.7504956965944,1,0,0,0,269.301623122609
25.6077070167802,1,0,0,1,288.421630401675
25.303422260276,0,1,0,0,286.742041724671
47.6186344689193,0,0,0,0,327.510835649153
37.5638501812872,0,0,0,0,243.490759787893
42.6967660741801,0,0,1,0,275.731457884111
24.4107247904418,1,0,0,0,254.009281982875
34.6441199330369,1,1,0,0,305.34226186151
45.624519731735,1,1,1,1,446.323704137016
38.2167387658008,1,1,1,1,352.953389408703
38.8486401379735,1,0,0,0,256.877219521846
39.2793852789363,0,1,0,1,409.951165865347
52.109098069263,1,1,1,1,406.55430099476
33.851030992003,0,0,0,0,280.453669712943
46.761264583147,1,0,0,0,301.053857855486
48.9859960553755,0,0,0,0,247.860804441505
28.1068209647898,1,0,0,1,336.658861530301
41.2125884981901,1,0,0,1,342.535121793704
39.8877831386959,0,0,0,0,294.8314395372
50.2914071931376,0,1,0,0,343.432734331526
49.1477486771961,0,0,1,1,377.919946872802
39.9754373332044,0,0,1,0,341.782034792361
41.3600955241373,0,1,0,0,403.569036737852
32.7984645505688,1,0,0,0,241.129244563277
38.0187566994878,0,0,0,0,294.856683089263
29.7079119395173,0,0,1,1,383.123276357566
30.3304410414738,1,1,0,1,415.173722229376
27.7918691108091,0,1,0,0,304.728491473983
48.3620770394484,0,0,0,1,362.015692541986
51.149717984954,1,0,1,1,364.031558329192
35.8705514707291,1,0,0,0,289.920580274361
28.7102260199317,1,1,1,0,348.447351014171
39.1206866822295,1,0,0,1,380.509012945556
62.4190369331262,0,0,0,0,331.466428282076
60.4131317075049,0,0,0,0,323.130230512019
22.8019966327855,0,0,0,0,221.960237851104
36.4309334387761,0,1,0,0,298.529261101684
55.3328049216229,1,1,1,1,487.267251938537
39.6175590338976,0,1,0,0,338.504330728958
55.9741324232643,0,0,0,1,426.742722177893
36.6641460669012,0,0,0,1,305.499445188494
46.0498592391538,0,1,1,1,360.062401829777
42.2424123925025,1,1,1,0,419.192427212464
72.2906949548006,0,1,0,0,439.13867906394
49.2045256677252,1,0,0,0,295.04792455778
27.9346093078408,0,0,1,0,246.358031701582
33.9611883083673,1,0,0,0,262.079483924252
43.7023528462206,0,0,0,1,326.157894644714
20.9899935332039,0,1,0,0,284.818941674602
21.9559005503676,1,0,1,0,272.429592316624
28.7817739364478,1,0,0,0,258.65421709561
36.5207039344086,1,0,1,1,385.631632143537
52.3890214863198,1,0,1,0,369.167799300659
37.2580243514772,1,1,1,1,395.044154868754
41.6238071555819,0,0,0,1,331.192730840687
39.3539309024694,0,0,1,0,323.013065102878
32.9476290297486,1,0,1,1,279.840701460449
53.6219726875099,0,0,1,0,392.397144079486
29.0348681191668,0,1,1,1,360.226221094458
37.7156648145311,0,1,1,1,448.65534517415
36.5217191938973,0,0,0,1,317.509490307961
45.3212861950673,1,0,0,0,336.885585031352
56.0723456226119,1,1,1,1,526.723961032137
45.1381452611659,0,0,1,0,330.994119948186
53.8237316057303,1,0,0,1,341.25427306828
47.630970485499,0,0,0,0,307.646230117673
33.7541545536589,0,0,0,0,293.637912639617
40.8154380042899,1,0,1,1,411.625978299936
53.7607911136477,1,0,1,1,348.302298842659
24.3873421384296,0,0,1,0,285.33541088552
43.247706605947,1,0,1,1,373.869629151726
38.4320968304776,1,1,1,0,364.28136599967
48.7778386073435,0,0,0,1,350.997843863918
47.5016657518064,0,0,1,1,349.691334629471
43.0105340384283,1,0,1,0,364.500169163153
54.9281111722931,0,1,1,1,405.283025534342
24.745061998303,0,0,0,1,329.028488175282
49.1071755848602,0,0,0,0,341.845602159039
24.2046797214246,1,0,1,0,276.316577286718
45.8771625711858,0,0,0,1,330.289184906965
40.8964229600072,0,1,0,0,336.459104963832
49.6726165694984,1,0,1,0,368.914031237971
40.7881235291482,0,0,0,0,285.443482062073
24.3130016351391,1,1,0,0,325.603864665829
19.9217681598391,0,1,0,0,306.594643739191
45.4097352423876,1,0,0,0,335.577517815366
39.2662340189157,1,0,1,1,372.912386327168
34.2898160644192,1,0,0,1,321.223625786848
36.8893154014636,0,0,0,0,242.829918588945
33.2858493289864,0,0,1,0,280.937392360122
38.4265954791902,0,0,0,0,243.441201598852
30.6869492900013,0,0,0,0,247.516676262197
20.1699052052987,0,0,1,0,335.096951496079
37.8040019575062,0,0,0,0,277.564125445468
50.4527586946239,0,0,1,1,393.553282150032
58.7732956629967,1,1,0,1,407.896482649592
40.0260619595717,0,0,1,1,375.458677168324
39.1933006529083,1,1,0,0,335.396643720899
49.6298228123987,0,0,0,0,295.335096311307
40.5357101654652,1,1,1,0,364.351957653195
35.6510159108996,0,1,1,0,322.025970345122
22.6270274465769,1,0,1,0,287.210549003839
27.3630440021757,1,0,1,0,313.659996732061
44.0630851206927,1,0,1,0,280.300928101223
25.4034603222024,1,0,1,0,283.537213386008
50.484573701547,0,1,0,0,386.888610206109
26.535694605498,1,1,1,1,422.857784157409
38.0642944188651,1,0,0,0,245.666811771177
39.9766404288632,0,1,1,1,413.033717242593
39.8717026613281,0,0,1,0,342.317628342306
41.519473219844,0,1,1,0,363.206951456922
45.9851113140108,1,1,0,0,320.96573711652
38.7378756270172,0,1,0,0,340.452226103612
37.5146443415322,1,1,0,0,297.656744414374
41.6032739490462,0,0,0,1,343.544544620741
35.6635805840273,0,0,0,0,275.421290840956
55.3741241910027,1,0,0,0,329.970861997272
18.2975342338392,0,1,0,1,331.694324179017
50.2700461929143,1,0,0,0,339.007104477097
37.5151706681007,0,0,0,0,263.815603172675
44.2232038583239,1,0,0,1,340.749149855153
49.8765329363967,1,0,0,0,312.254561838873
48.3556817203502,0,0,1,0,356.139092278582
33.3947814095429,1,0,0,0,223.883711459307
55.6406949329184,0,0,0,0,286.728595950673
23.7702406470845,1,0,0,0,297.960168500593
48.6389637347899,1,0,0,1,338.492439795208
34.883972265638,1,1,1,0,350.403889295766
