"id","A0","L0","Y","A1","L1"
42,1,0.758213782399003,6.88145843574766,0,1.06634583247415
43,0,-2.31932736896749,1.13090259231835,1,-2.29414738933183
44,1,-0.459504780196151,5.36185182101045,0,0.697638253150647
45,1,-1.10538366697927,1.92586517795803,0,0.682258820465874
46,0,0.402928273406297,5.29555656231741,1,-1.38468359961933
47,0,0.568934917844047,5.35478798360245,1,0.0298917324783485
48,0,-0.706083282429614,-0.611620639384645,0,-0.440761154707646
49,0,-0.290090625815567,-0.71134102590335,0,-0.129694688132334
50,1,-1.48387807160556,1.87390446243386,0,-0.325796993225394
51,1,-1.15025528126137,3.56075964855002,0,-0.00248844093237088
52,0,-0.274471161816463,1.15916969532161,0,-0.231036131780338
53,1,0.577901002861171,8.47560899434117,0,1.63268288024075
54,0,-1.39690264657703,-0.302668783841523,0,-0.262758547709439
55,1,0.74905771616478,10.7736674678644,1,0.935549894759442
56,1,-1.05118669692296,7.65475258157646,1,0.943430802313199
57,0,0.165380870625706,4.43876038946623,1,-0.453484874260664
58,0,1.12980912049522,5.85085909756262,1,0.0930651434991271
59,1,1.17372246423572,11.3110074666405,1,2.41113545913416
60,1,-0.42786323185042,4.01694957747943,0,-0.164061490508778
61,1,-0.259802107839475,6.78737154371689,1,-0.642661421128025
62,1,-1.41117304365668,1.71913102046691,0,-0.600175927279034
63,1,-0.641357554081644,4.04849387033817,0,-0.493865122174017
64,0,0.112457509152448,1.64150212387025,0,1.56725145459181
65,0,0.422604331138563,2.89894563386454,0,-0.783214633638644
66,0,0.386835291215675,4.6733999978864,1,-0.0511035256010054
67,0,-0.687798326082019,0.851038933470297,0,0.245864295804293
68,0,0.148902488663005,5.44128634460302,1,0.724261256915677
69,1,-0.0576497484824952,8.97973529814678,1,-0.93681349409548
70,1,-0.0748233649223828,5.55943465898483,0,-0.599685348195533
71,1,1.50989743811878,10.1018660035848,1,-0.287465234634143
72,1,1.61993700793992,10.7423666279854,1,2.46053158482469
73,1,1.1531581669848,7.81597668270685,0,1.64427516370301
74,1,-0.0776035954486494,5.6069400866854,0,0.900978738575151
75,1,-1.81893450079797,2.37765450891624,0,-1.9776971114415
76,1,-1.03744458273607,6.17920172825995,1,-1.27641434733639
77,0,0.302492245643734,4.59595196862119,1,0.146474205420312
78,1,-1.27794616724639,6.07112184167677,1,0.308812052061987
79,1,0.138339047584972,5.28306324823226,0,1.03816432756725
80,1,-0.0509841237610558,2.21584108102594,0,-0.468561218825772
81,1,1.85214757493023,7.32856621364897,0,0.539668499836163
82,0,1.11167526953782,5.07147901136599,0,0.696628290384037
83,1,-0.51137532176584,7.13730016100528,1,-0.168599178777356
84,0,-0.54388110381726,0.237856761567164,0,-0.319864359547033
85,1,-1.72892728363495,3.02817436541168,0,-0.515457980818279
86,0,0.470749538951291,6.64219072959639,1,0.80920931000211
87,0,0.00538712217177903,4.81327366364588,1,-0.2114977237848
88,1,1.34804578555275,9.49490840572595,1,1.22071104822247
89,0,0.724096713299373,7.59349660382139,1,1.10021019304721
90,1,1.5525491646626,8.59905065934007,0,1.51607698290896
91,1,1.32546983172223,6.50423789606551,0,1.67014267113394
92,1,-0.0342650924931979,8.12592889431939,1,-0.178075198799809
93,0,-0.36101339765776,6.58324169636836,1,-0.151860350634423
94,1,-0.720165422308313,7.81677560945163,1,-0.0430941324593197
95,0,0.282014933367502,2.1402914600611,0,-0.00578610414339106
96,0,-0.790525663563787,1.93252187855817,1,-0.893541138543107
97,0,-0.444904550728676,4.18817075271677,1,-0.439832402924112
98,1,1.3649931693787,8.73532440329554,0,2.11519242511756
99,1,0.49745433829489,10.3957685337061,1,2.66526549826608
100,0,-0.814396475841322,-0.408751481844747,0,-0.737637135653357
101,0,0.268065837240828,5.39066838471831,1,0.132758899398357
102,0,-0.59220831099559,-1.03304821688709,0,-1.06126801054726
103,1,2.1334863572493,9.15133790777515,0,1.55548079099361
104,1,1.17274866696687,11.1476852942089,1,1.26090151314238
105,1,0.746760989259751,6.1997325999549,0,1.95043175284929
106,0,-0.230508693259376,1.52185059194264,0,0.720571581636999
107,0,0.087771702263277,1.26734960327035,0,-0.916027418765319
108,1,-2.18373967936393,-0.55779565607986,0,-1.35834260788744
109,1,-0.466631586162683,5.84044038019848,1,-1.12136012891024
110,1,1.68595983797615,8.58259977373796,0,0.918672038646927
111,0,-0.567920925939037,3.36841980574672,1,0.112048979000146
112,0,-0.0467430156271661,7.02111108213732,1,1.11456928656925
113,0,-0.156980587612414,0.696968124775366,0,-0.338960705628581
114,1,1.60224243993513,13.0624941316684,1,1.31094147857608
115,1,0.768653673570072,6.57373042286202,0,0.338969281672544
116,0,-0.771629356355782,2.61574285123534,1,-0.599862866658477
117,1,-0.630681983107717,8.80625162439689,1,0.592416432635553
118,0,-0.830280595600525,2.95502453357792,1,-1.5649633217777
119,1,-0.591112738264032,5.62744857282252,1,-0.122993700081996
120,1,0.981085406761843,10.9689425960871,1,1.63846984622875
121,0,-0.661605265920387,0.655852371851921,0,-0.554004799483058
122,1,-0.772417686267463,6.88103404480083,1,-0.123404846797171
123,1,-2.01847346685034,1.39224401261364,0,-0.766514896155062
124,1,-0.533585424847069,5.56512517262746,0,1.24150929717271
125,0,0.434728333631805,6.19873929843115,1,-0.114133043456588
126,1,-0.771167342250685,2.94227080700641,0,0.83489546335265
127,1,-0.753940822242337,4.65558068049594,0,-0.0995760740552494
128,1,-0.299357818093206,3.8765805755948,0,-0.505141219656896
129,1,1.66396642633394,12.3949694720886,1,0.0467529987060433
130,0,-1.24432983614235,4.03495674500846,1,0.0725694875558048
131,0,-0.783134374083311,0.75000409746254,0,-0.576895528447342
132,0,0.244830557556244,2.82816765785619,0,-1.22750528562722
133,1,-0.143887168528834,4.0145152928848,0,0.531364430090262
134,1,-1.60863141694511,2.19604348299832,0,-0.86998014650564
135,0,0.951579971801912,3.73610434567095,0,0.867061875131338
136,1,-1.81913169113661,5.90356462428133,1,0.0217249469341134
137,0,1.78367170513088,6.88249534107202,1,-0.240662297337808
138,1,1.88713936034755,9.83385824073493,1,0.710208455411529
139,1,1.49071877762558,10.2752778184349,1,1.89542140192885
140,0,-0.380599521961682,2.7003743028417,0,-0.630633306706629
141,0,-0.909375011345674,3.8092920737599,1,-0.386209432193536
142,1,-0.338094107473901,2.87542986916529,0,0.0837868788308583
143,0,-1.41188351912177,0.524435568492621,0,-0.244842460739105
144,1,0.21754288752496,8.87443766525593,1,1.23980632850853
145,1,0.670126170494309,4.75035480820502,0,-0.308541986730445
146,1,-0.28785937817374,5.48408783855854,0,0.625243285744086
147,1,0.469303495405441,5.98846575032845,0,0.826393239703528
148,0,-0.470071427334035,3.19932449909814,1,-1.6736708903331
149,1,-0.239265919007744,8.73141191576885,1,1.01546373734666
150,0,-0.447462488469958,2.72588047593618,1,-0.0780689646922414
151,0,-0.618829657395325,0.428863721630073,0,0.0805632491173091
152,1,0.252963051455575,9.47331214782892,1,-0.166455124731161
153,0,-0.753368175006862,3.94044523672303,1,-0.777970028076352
154,0,0.732276852534275,4.2577280307165,0,-0.481148564304667
155,0,-0.40258671277439,4.26558527499398,1,-0.202646643743527
156,0,-2.82300011864761,-2.87714334214884,0,0.47343459609445
157,0,0.462973827409201,4.53166318962771,1,0.331141346676984
158,1,2.13286972606545,10.4697508315124,0,1.1287212985174
159,1,-0.270486687454884,8.77374739906969,1,0.671514901163411
160,1,0.248525349077002,6.63118179443701,0,0.846173111125006
161,1,0.0381164746693863,7.05062728906285,1,-0.88093868947916
162,0,0.394068949877276,5.40706915265626,1,-0.673794881390611
163,0,-1.50408519764693,-1.21843928610626,0,-0.29528811093008
164,1,-1.58689079440535,1.1300519171244,0,-0.832989155835018
165,0,-0.92711807673826,4.43356798489719,1,-0.09293782248747
166,0,0.776197039664536,2.84842152789073,0,0.440426899016087
167,0,-0.780684439992302,-0.377317902175919,0,-0.242739338064738
168,0,-1.2785670240803,-1.67430383382028,0,-1.57883303828598
169,0,-0.00142812822527075,1.8909519172355,0,-0.664642924750089
170,1,-1.85097812380288,1.39169486118319,0,-1.42814920709924
171,1,0.451505334944176,5.15155967295847,0,1.33240001458985
172,1,-0.4329470546316,3.67202137174302,0,0.0435736501379734
173,1,0.713602899314127,9.45556954961476,1,0.74512025746999
174,1,0.960695470250525,11.6611755614121,1,2.34339828953022
175,1,0.381535209730526,6.62815162289223,1,0.40591342097762
176,0,1.21807279764716,7.9216392395015,1,0.535995649301158
177,1,-0.0171372605280001,8.75577846151016,1,-0.658058520450327
178,1,-0.03820949270208,6.37756276721239,1,-1.44430664101528
179,1,1.243734394854,10.5680521787413,1,0.914100963573217
180,0,-0.955858745208508,0.714333088454016,0,-0.568271151222711
181,1,0.915425235164844,7.88049227869664,0,0.688140723846583
182,1,-0.939337975547167,7.1090437015698,1,0.137886181586792
183,0,0.112124819542646,3.96136048153362,0,1.49245202765254
184,1,0.553012618613077,11.246340526356,1,1.8464820666291
185,0,0.5317419632335,6.5331919664652,1,0.933459239056958
186,0,-0.873762389439209,-1.70909734941062,0,-2.03797455120299
187,1,-0.186849272904419,6.81020220168819,1,-0.727413451364237
188,0,-0.213710488041523,4.75611481231939,1,0.254393428815876
189,1,-0.204011273018691,4.69502968344261,0,0.851726958238054
190,1,1.71970924052031,10.6741688636376,1,0.733562828400676
191,1,0.202033482217385,5.94202419301128,0,0.654664322566161
192,0,0.512655777512822,6.07285312032339,1,0.893259760610003
193,0,1.45240001198695,7.58773789389827,1,-0.729577525996549
194,1,0.363865465173405,9.02458927753221,1,0.94252994152222
195,1,-0.875848946464095,6.1361080036911,1,0.183642726507143
196,0,-0.0145607330910744,7.24433337676417,1,0.381538722861957
197,1,-0.724493164867117,5.20020546545167,1,0.76500344643263
198,0,1.969370094487,6.34429565721374,0,1.52191843459687
199,1,-0.536402426950987,6.95901544091861,1,-1.18792021685368
200,1,-0.0262323400230254,4.77467201964343,0,-0.670046712181224
201,0,-0.164032353386482,1.24594912639466,0,-1.44395515142023
202,1,-1.38327506389604,1.35842560238194,0,-2.4195956925365
203,0,0.423511264154112,3.35596060487605,0,-0.484059056113913
204,0,-0.790488911573172,1.92207469034628,0,-0.582940650550605
205,1,1.20992484868538,7.58757802298725,0,0.837538566048337
206,0,0.894516769107157,6.54068436324893,1,0.726253572819441
207,0,-0.101198541182539,2.21673883345517,0,0.620540054646321
208,0,0.29712256945725,6.15638086461192,1,0.131596697847459
209,1,0.197297723223939,9.36775294129541,1,0.753454612026888
210,1,-0.156983744620943,5.71218648623968,0,0.0733071246049199
211,0,1.53657101159021,7.96857853466631,1,1.07095293796071
212,0,-2.16766968075807,-0.314242014505538,0,-0.41919556815751
213,0,0.598448151380301,6.14129958468258,1,-0.548886172011891
214,0,0.0431123594716387,2.4149502562876,0,0.318644165246515
215,1,1.29502719092384,7.4475479665922,0,1.28633223140265
216,0,0.706302935737444,8.28125006397311,1,1.57988981655497
217,0,0.345545075357528,6.44147010532383,1,0.197928702503214
218,0,-0.0798966533465162,4.91034341420219,1,-0.984178536195391
219,0,0.454807547451574,0.958363883161149,0,-0.287341499153282
220,1,1.27625236923049,8.13143806093285,0,0.117143814630935
221,0,1.2648376462961,6.71927146221464,1,0.312361077525277
222,0,0.26925353035912,4.04465983657794,0,0.719922934569421
223,0,-0.120544093437728,5.59849352214152,1,0.0512390849268559
224,1,0.795271350663759,7.26587069742297,0,1.10272993087519
225,0,-0.514027644033044,2.25646743536574,0,0.610264409407337
226,1,-0.40659346739169,7.96132433738226,1,-0.486898747554576
227,0,1.21971897898245,2.34005513694843,0,-0.305001546465328
228,0,0.083711370245897,0.0301374156727066,0,-0.25442843012477
229,0,0.589902151192238,1.48987521407131,0,-0.294292166020892
230,0,-0.517419284506192,0.318174975743082,0,0.583949779327094
231,0,0.769463486620852,3.53560057538672,0,0.419171341985007
232,0,0.801969741044952,7.98328778909777,1,1.48379246528272
233,0,-0.696860144353812,3.96197710231672,1,0.353069487028829
234,1,1.177853178306,9.88270123641475,1,1.24603422963889
235,1,0.585845258165705,6.87111882857625,0,-0.345566100719384
236,0,-0.466893883407381,0.954641526250857,0,-0.496275528485177
237,0,0.3856496369842,6.36260307848882,1,-0.0156704473957675
238,0,-0.534605584623016,2.94043506737399,1,-0.903832993583659
239,1,1.05666840136629,11.0431316101069,1,1.50208778095541
240,0,-0.206093269636223,2.33732913202062,0,-0.6686207922259
241,1,0.60701223616656,8.84501189122608,1,1.05199435816391
242,1,-0.548063857565169,7.43618831337452,1,-0.442089190226224
243,0,-2.09997632605104,2.23959377036747,1,-1.25118660319476
244,1,0.250812763244473,7.21508971614976,1,1.19294171448665
245,1,-0.0549452806115849,7.9811279714083,1,0.316448655744598
246,0,-0.65972780854019,3.5864879807517,1,-0.800312833770097
247,0,-1.45585737900865,0.0161128069870642,1,-1.96747315466069
248,0,0.0237294264634486,1.55159555508652,0,-0.0455216407992743
249,1,0.547908091268769,5.31832059333578,0,1.40019966585897
250,1,-0.808901395385087,7.31526526887678,1,0.606259059222902
251,0,-0.239023245607069,-0.332306288331254,0,-0.862461868643357
252,1,-0.353118732175528,2.68262243785865,0,-0.105207704843117
253,1,0.819599207165928,8.1908760732855,1,0.257173932466426
254,0,-0.345279614352431,1.77794134496885,0,-0.655470902201426
255,1,-1.18288445586158,3.47218510257635,0,-0.353283791879236
256,0,-1.03132108779389,1.86718458626778,1,-0.250369486552509
257,1,-0.0750893152514983,9.23795508918176,1,0.880988763097974
258,1,0.828585474949519,5.36232017623431,0,0.219424263689217
259,1,-1.03598465538748,3.93589729672833,0,0.00190923439898238
260,1,-0.147156109684944,8.34292437275255,1,1.73946951795296
261,0,-0.281453876038291,3.27971663275206,1,0.100239467498729
262,1,-1.37368566941537,3.09453188629534,0,-0.0851329233358071
263,0,1.55845014155207,4.40102866911153,0,1.08446290803858
264,0,-0.57494503613467,4.60221654060421,1,-0.36943838079251
265,1,2.18733524053184,12.4630395183219,1,1.07724378396588
266,1,0.794291623143929,5.83350122507482,0,0.439621689634205
267,0,0.202560260341176,4.80810616591737,1,-0.399992833394023
268,1,-0.0220500849832044,8.41196433797925,1,1.27728478216209
269,1,0.304530887225146,4.86786911064825,0,-0.245214494597264
270,0,-1.1092492414154,0.175502186662659,0,-0.765804359774558
271,0,0.765473097985681,4.41517108954758,0,0.5088043570829
272,0,-0.0220264291577605,6.28520279935257,1,1.33711330900793
273,0,-0.903998222855681,2.70467248300642,1,-1.96164431168192
274,0,0.400001736564898,1.50469558862328,0,0.1009528032556
275,0,-1.14928759196062,4.15886768119165,1,-0.501957608432827
276,1,0.188167629294663,9.18268260905083,1,0.896964767743375
277,0,0.217290096347952,4.13855574689857,1,-0.90202528595317
278,0,-1.04908572462521,2.45336140134804,1,-0.0915096146551639
279,1,-0.0751234328439355,8.29783874720057,1,0.85316310594311
280,0,-1.56798896178066,0.0276875290290652,0,-1.07122579391764
281,0,-1.17379709610829,3.38402581778009,1,-0.618150013976849
282,0,-2.14830605620601,-0.830078679506698,0,-0.259509351796799
283,0,0.341715452527099,1.11389313907644,0,-0.146781145257726
284,1,0.904970837787923,10.0816386842159,1,0.973599700483608
285,1,1.09649045333733,11.3597089253423,1,1.33508453021372
286,0,-1.47126092934297,2.36912045339799,1,-0.888977854044699
287,1,-0.280596864560926,7.37480071599454,1,-0.0454292742107787
288,0,0.846139617007925,7.32979019154528,1,1.68003677361998
289,1,-1.28591371800217,7.32050421621883,1,-0.558563362084286
290,0,-0.312435869163608,-0.156597109607086,0,-0.88584071168959
291,1,-0.36284324052178,5.45066886233399,0,0.616673935552045
292,1,1.41245391943755,8.05576748128082,0,0.287189872113319
293,0,-0.255202309202219,4.42587432126862,1,-0.413072754352071
294,1,0.387017528534366,7.2290843391289,0,1.44927423935264
295,0,0.524940745178194,6.74007845397279,1,-1.01616915284017
296,1,0.615145179774206,6.50618031292032,0,0.367190241549391
297,1,-0.332816293049665,8.46124367299031,1,1.65910793940276
298,0,0.745328759898821,2.4824632631638,0,-0.0115802772893489
299,0,-0.311265396437325,4.51366166799128,1,0.414238661219154
300,0,-0.234251449605013,2.72482173230568,0,-0.758235525068972
301,1,-1.16585694436698,5.984963615759,1,0.584788461264898
302,0,-0.23979867027602,3.77553550814828,1,-1.5101896004547
303,1,1.18438266837219,8.95325008482116,1,-0.180883054620785
304,1,0.207508387039108,5.28476307724862,0,2.06685876204818
305,0,-0.0436325970354455,6.90223269809246,1,0.812691411125695
306,1,-0.971077502028354,6.26360408358546,1,0.0586593886892611
307,1,0.574222580105223,6.23423419073178,0,0.384578862358691
308,0,-1.25986542223968,3.60875409028292,1,-0.62084431760009
309,0,1.06167880703241,3.55599691659299,0,0.469866560616417
310,1,-0.433993679431673,7.29849190099569,1,1.73069804151125
311,0,0.239176945168019,6.37485294132174,1,-0.327716278557107
312,1,-0.502328611745041,3.40386764289749,0,0.168024499318792
313,0,-1.70387658397506,-0.847917674060111,0,-0.789749152150571
314,1,0.523772241427614,5.91635419895315,0,0.825159096789392
315,1,1.56417215406704,7.35748263764891,0,0.372591677670711
316,0,-2.46625286976607,-1.06522710955694,0,-1.29348965776223
317,0,-0.148820765084651,1.12486402832033,0,0.467246781245233
318,1,2.11083700324841,9.4838636522809,0,1.8738322610461
319,0,-0.346195291528631,4.40304542945214,1,-0.0130510264937386
320,1,0.982182546338488,9.17018740892494,1,1.68345318081613
321,1,0.391431404190546,6.8223750933531,1,0.73902018874654
322,0,-0.509994056962535,3.09964434523682,0,0.206910674540994
323,0,-1.0496464305767,-1.03431910981894,0,0.217499235173555
324,0,0.0460071520322676,2.02628798645035,0,0.116130607023529
325,1,-1.0088281735442,6.06590995661598,1,-0.161063413447829
326,1,-0.656249673336281,7.64742677042748,1,-0.055677691216223
327,0,0.0940179307429689,2.54397329315767,0,-0.416413954038004
328,0,0.0179242749626461,6.15287020753176,1,0.503445508528217
329,1,-1.60352449503172,2.91810860402247,0,-0.32091641575757
330,0,0.483076079040992,2.44616726040252,0,-0.927954457930075
331,0,-0.224422824935508,4.00444861942405,1,0.214728683452526
332,0,-0.437397855900056,4.05429328096081,1,-0.584892020533524
333,1,1.32776845840738,6.97394347642415,0,0.843546366824054
334,1,-0.468477873025446,6.7544659394963,1,0.993918602835494
335,1,-1.33995772628447,7.22754844930744,1,0.86611086257522
336,0,1.66543272776861,6.61850881881715,0,1.76043404444348
337,1,0.538949952138077,7.14753810097999,0,0.74582244823426
338,1,0.999384763413126,6.44858426035924,0,0.698611619599208
339,0,0.341489328926142,6.51849110954656,1,0.385265202571704
340,1,-1.05862733130268,4.64642139578715,0,0.07065219492678
341,0,-0.0415993014090398,3.26352428524548,0,0.252800643265705
342,1,-1.29282767682497,3.27801236832367,0,-0.61552639739125
343,1,-0.893863996540352,3.34413067594539,0,-0.218688258339903
344,0,0.541909198067899,3.98369459088114,1,-1.68150698311349
345,1,0.96963598454945,9.46764457593778,1,1.88637475653281
346,0,-0.244988917948808,2.24442024047219,0,0.977898329184044
347,0,0.860180084424709,3.17953951240374,0,-0.531043855558889
348,0,-0.675843952185185,-0.80330135260885,0,0.486408412916362
349,1,-0.500043688364124,7.51203555771873,1,-0.985349969975944
350,1,1.83203289065985,9.68118302935007,1,0.492479546194975
351,1,-0.329272263378209,3.65788687596462,0,0.152590603568926
352,0,0.261307886624712,3.2607694712145,0,0.0148668414461764
353,1,-1.11216053142065,5.62443232183124,1,-1.01438499264958
354,0,1.06221046113754,3.43158280916358,0,-0.640328447991394
355,1,0.205000244171687,7.37440338457103,1,1.13012210565829
356,0,-2.02432771517004,-1.13400302061875,0,-1.55425537071989
357,1,1.22737475432954,6.16130409918777,0,1.17110609456052
358,1,1.1953441304346,5.33725143773695,0,1.67780633116094
359,0,0.772515546839223,1.29065354182953,0,-0.425223984000925
360,0,-1.40953802636953,2.18979811293757,1,-1.2638893543925
361,1,-0.43242997230287,6.19898019790202,1,0.672553701576111
362,0,-0.442288111399416,1.24985056547159,0,-0.103422373582669
363,1,1.34899226158638,7.53143020422747,0,-0.0296824969175928
364,1,-1.07463159377551,5.85089685466783,1,-0.357941427819124
365,0,-0.335082418815194,1.24663279918557,0,0.933987533971076
366,1,0.750832412618636,9.18919408061943,1,0.155665902031958
367,0,1.99720657393103,8.47876406354317,1,1.53978565485899
368,1,1.79190783602721,10.0953543968761,1,0.689747731479375
369,0,-1.23297630910884,-0.194890500266619,0,-0.422213936566321
370,0,-3.17720974034715,-4.06933468255622,0,-2.36644907757849
371,0,-1.08484173165399,-0.886602326587411,0,-1.44713832381835
372,0,0.0607634334966003,3.70598259934065,1,-0.135392536623716
373,1,-0.181766151621347,8.71615519943925,1,0.213569278622701
374,1,0.341311013584644,9.2708285228373,1,-0.51240469299899
375,1,1.10679158982067,8.47555711764387,0,0.114158928947114
376,1,0.688816160126333,10.1657426875684,1,0.168013369054349
377,0,0.470991750342963,3.25102510844346,0,-0.108337100806401
378,0,-1.64006703209326,-3.21609679085616,0,-0.166872419947658
379,0,-0.679023165379527,0.597844774296168,0,-0.758452092628867
380,1,0.486308057492237,7.56254119160944,1,0.238586634708661
381,0,0.226175395529003,5.22206638804038,1,0.447402194210983
382,1,-0.646680736793556,6.60205386393099,1,-0.809670023561602
383,0,-0.113285802208356,1.07960855354,0,0.078707908555059
384,1,0.520523659696982,11.1976073387523,1,0.729119405803177
385,0,2.58674304062644,8.40866620600698,1,1.1541990715127
386,1,0.542192343473393,10.4728481433045,1,0.280789986623299
387,0,1.06520387801695,7.10001389456361,1,0.745455770162524
388,0,-0.7501478658908,2.48708979492351,1,-1.46821045368611
389,0,0.793791101470642,6.68751527531724,1,0.140561795152811
390,0,-0.74976285868803,0.735515912559324,0,-1.07971598019413
391,1,0.306302268328381,7.76856940216906,1,0.139444646073077
392,0,1.31836986941428,6.08260133189237,0,0.464968801123518
393,1,-0.266540210545316,5.70586766089515,1,0.417716816759674
394,1,0.265806173685163,6.4960217294649,1,-0.983521406917475
395,1,1.13983841288017,7.13800556468766,0,0.479158482290129
396,0,-0.986544820498611,1.87775759064988,0,0.390859216816572
397,0,-0.673666787834073,2.20880073440401,0,1.47987349788742
398,0,-1.9047442725501,2.57414661855502,1,-0.18179758207738
399,1,-0.7179220878804,7.2638383306878,1,-1.24542584418641
400,1,-0.383542012478036,6.57169412040157,0,0.270861478439551
401,1,-0.320536946168522,7.20615804142164,1,0.331377111592076
402,0,-2.0919207780441,-2.36855769469469,0,-1.38160883846114
403,0,-1.85183190983504,1.66482724856161,1,-1.51985863306109
404,1,0.439665272322799,8.37122822029054,1,0.0469315897095301
405,1,0.141904835351357,8.24153277980718,1,-0.138762367053434
406,0,-0.825059120475535,1.10876676350296,0,-0.12852229665913
407,1,-1.37117981596442,1.45878432686735,0,-1.04250731160917
408,1,0.0248814464127859,6.07477711227718,0,0.267889505886009
409,1,1.58099249126551,9.38382838629383,1,1.27647435731253
410,0,-0.759716027054064,4.49525060020179,1,0.214523487143441
411,0,-0.538544784126462,5.92040337621506,1,0.222836522816126
412,1,-0.260291279435667,5.44167413810418,0,0.0844115275815197
413,0,-0.644601306755667,3.8800945442048,1,-0.664569049643123
414,1,1.21525293567706,12.729602207497,1,0.625761464216495
415,1,1.78200261661201,11.5487374408575,1,0.614948641896734
416,0,-0.0640374279297368,4.36329442771622,1,0.580015330146714
417,1,0.624481143281806,6.70424622341432,0,0.625696622991704
418,0,-0.938595151891697,1.14045082881023,0,-0.221570075090289
419,0,-1.8326834165082,-1.68033707686901,0,-0.011555960475482
420,0,-0.901485727138233,1.33176895892145,0,-0.29501385862766
421,0,-0.950902079388975,1.21566031256921,0,-0.165819655129795
422,1,-0.835303305479703,6.36551259869493,1,0.511852622137798
423,1,0.546097928453923,9.67710342106068,1,0.452981791954894
424,0,1.61253588475273,5.23241262970918,0,0.326148225980621
425,1,-0.653114667017496,3.72404352018613,0,0.347121636432328
426,1,-0.0366466527552756,9.39196049560425,1,0.320642529758602
427,1,-0.11063269749809,8.02305046137531,1,0.359521323445664
428,1,1.24200543155469,10.8092503483251,1,1.99531974071876
429,1,-0.692423648640847,9.26248554068785,1,1.10401974224158
430,1,-1.16544261178804,6.85416449082779,1,-0.448290652995515
431,0,-1.05609325823517,0.576840183754083,0,0.142605139475316
432,0,0.723485112002042,5.96305288150077,1,0.837330214216389
433,0,0.360227511693603,6.68536612975764,1,0.849025988971121
434,1,0.256221180288194,8.7462004319417,1,0.954838315533046
435,0,0.752887908098141,3.39326455083568,0,0.428647349912509
436,0,-0.99262436174322,0.120747034089891,0,-0.65251728629641
437,1,1.48632630711899,9.8692879298037,1,0.597133782718612
438,1,-0.726653653578297,6.78943798601477,1,-0.873726076040549
439,1,0.0966503179347832,8.86737294994714,1,0.721640788566564
440,1,0.214864061434575,7.39590539638027,1,0.864565853732284
441,1,0.518475485469224,8.53364945806464,1,0.218948028704741
442,0,-0.296302894744337,-0.917354688661611,0,-0.161429500782514
443,0,-0.352000868785788,5.69620117259593,1,0.256534169638548
444,0,0.133719626529231,2.65597145893522,0,0.170468797518662
445,1,-0.226863013066367,7.75541519646511,1,-0.571702902169595
446,0,0.863076731007076,3.29306481479466,0,0.464116752386887
447,1,1.60421219913685,10.6961720927942,1,2.38683804662972
448,0,-0.445835718074259,0.169938089558942,0,-1.02814890001429
